Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
61.340	-15.867
61.350	-16.340
61.360	-15.437
61.370	-13.330
61.380	-13.287
61.390	-11.997
61.400	-10.750
61.410	-7.697
61.420	-7.740
61.430	-6.407
61.440	-3.010
61.450	-2.537
61.460	-1.290
61.470	1.333
61.480	1.720
61.490	3.483
61.500	6.020
61.510	6.493
61.520	7.740
61.530	10.793
61.540	10.750
61.550	12.083
61.560	14.620
61.570	14.233
61.580	15.480
61.590	15.953
61.600	17.630
61.610	17.673
61.620	18.060
61.630	19.350
61.640	18.963
61.650	18.920
61.660	20.253
61.670	18.920
61.680	18.533
61.690	18.920
61.700	17.673
61.710	16.340
61.720	17.243
61.730	14.620
61.740	13.803
61.750	13.760
61.760	12.083
61.770	9.890
61.780	9.073
61.790	9.030
61.800	6.063
61.810	4.300
61.820	4.343
61.830	1.290
61.840	-0.387
61.850	-0.430
61.860	-3.397
61.870	-4.730
61.880	-5.117
61.890	-7.740
61.900	-9.417
61.910	-9.460
61.920	-11.997
61.930	-13.330
61.940	-12.857
61.950	-15.437
61.960	-15.910
61.970	-16.727
61.980	-16.340
61.990	-18.017
62.000	-18.060
62.010	-17.587
62.020	-19.350
62.030	-19.307
62.040	-17.587
62.050	-18.920
62.060	-18.877
62.070	-16.770
62.080	-17.587
62.090	-16.770
62.100	-14.577
62.110	-15.050
62.120	-14.147
62.130	-11.567
62.140	-11.610
62.150	-10.707
62.160	-7.740
62.170	-7.697
62.180	-5.590
62.190	-1.677
62.200	1.720
62.210	0.473
62.220	0.860
62.230	3.483
62.240	3.870
62.250	4.773
62.260	7.740
62.270	7.783
62.280	9.460
62.290	12.083
62.300	11.610
62.310	13.373
62.320	15.050
62.330	12.943
62.340	14.620
62.350	16.383
62.360	16.340
62.370	18.103
62.380	18.490
62.390	19.823
62.400	18.490
62.410	18.920
62.420	19.823
62.430	18.060
62.440	18.103
62.450	18.490
62.460	16.813
62.470	15.910
62.480	15.953
62.490	13.760
62.500	12.513
62.510	12.900
62.520	9.933
62.530	9.030
62.540	8.213
62.550	6.020
62.560	3.913
62.570	2.580
62.580	1.763
62.590	-0.860
62.600	-2.107
62.610	-2.580
62.620	-5.547
62.630	-6.880
62.640	-6.837
62.650	-9.890
62.660	-11.567
62.670	-10.707
62.680	-13.760
62.690	-15.007
62.700	-14.620
62.710	-16.727
62.720	-17.630
62.730	-17.157
62.740	-18.920
62.750	-18.877
62.760	-19.737
62.770	-18.490
62.780	-19.737
62.790	-19.780
62.800	-18.017
62.810	-19.350
62.820	-18.447
62.830	-16.770
62.840	-17.157
62.850	-16.297
62.860	-14.190
62.870	-14.147
62.880	-13.760
62.890	-10.707
62.900	-10.750
62.910	-8.987
62.920	-6.880
62.930	-5.977
62.940	-4.730
62.950	-2.967
62.960	-0.430
62.970	0.043
62.980	1.720
62.990	4.773
63.000	4.730
63.010	6.493
63.020	9.030
63.030	9.503
63.040	10.320
63.050	13.373
63.060	13.330
63.070	14.233
63.080	16.340
63.090	16.383
63.100	16.770
63.110	18.963
63.120	18.060
63.130	18.533
63.140	18.920
63.150	20.253
63.160	18.920
63.170	18.963
63.180	19.780
63.190	18.533
63.200	17.630
63.210	18.103
63.220	16.770
63.230	15.480
63.240	15.953
63.250	13.330
63.260	12.513
63.270	12.040
63.280	9.933
63.290	8.170
63.300	8.213
63.310	5.160
63.320	3.483
63.330	2.150
63.340	1.763
63.350	-1.290
63.360	-2.537
63.370	-3.397
63.380	-5.590
63.390	-7.697
63.400	-7.740
63.410	-10.277
63.420	-11.610
63.430	-11.567
63.440	-14.190
63.450	-14.577
63.460	-15.050
63.470	-16.727
63.480	-17.630
63.490	-16.727
63.500	-18.447
63.510	-19.350
63.520	-19.307
63.530	-18.060
63.540	-19.307
63.550	-19.350
63.560	-17.157
63.570	-18.447
63.580	-18.060
63.590	-15.867
63.600	-16.340
63.610	-15.437
63.620	-13.330
63.630	-13.717
63.640	-12.040
63.650	-9.847
63.660	-9.460
63.670	-8.127
63.680	-5.547
63.690	-5.160
63.700	-3.827
63.710	-0.430
63.720	-0.817
63.730	0.860
63.740	2.623
63.750	5.160
63.760	5.203
63.770	7.310
63.780	9.503
63.790	9.460
63.800	11.223
63.810	13.330
63.820	12.943
63.830	14.190
63.840	15.953
63.850	15.480
63.860	16.383
63.870	18.060
63.880	17.630
63.890	17.673
63.900	18.920
63.910	18.103
63.920	17.630
63.930	17.243
63.940	18.490
63.950	16.383
63.960	16.340
63.970	16.813
63.980	14.620
63.990	13.803
64.000	14.620
64.010	11.653
64.020	10.750
64.030	10.363
64.040	7.740
64.050	6.493
64.060	6.450
64.070	3.483
64.080	1.720
64.090	1.763
64.100	-0.860
64.110	-2.537
64.120	-4.300
64.130	-4.257
64.140	-7.310
64.150	-8.557
64.160	-8.600
64.170	-11.137
64.180	-12.470
64.190	-12.427
64.200	-14.577
64.210	-15.480
64.220	-15.007
64.230	-16.770
64.240	-17.587
64.250	-16.770
64.260	-18.877
64.270	-18.490
64.280	-18.017
64.290	-18.447
64.300	-18.920
64.310	-18.017
64.320	-16.770
64.330	-17.157
64.340	-16.340
64.350	-14.577
64.360	-15.480
64.370	-13.717
64.380	-11.997
64.390	-11.610
64.400	-10.707
64.410	-7.740
64.420	-7.697
64.430	-6.020
64.440	-3.827
64.450	-3.440
64.460	-2.107
64.470	0.860
64.480	0.903
64.490	3.010
64.500	3.913
64.510	7.310
64.520	7.353
64.530	8.170
64.540	11.223
64.550	11.180
64.560	12.513
64.570	14.620
64.580	14.233
64.590	15.050
64.600	17.243
64.610	16.770
64.620	17.243
64.630	19.350
64.640	18.103
64.650	18.060
64.660	19.823
64.670	18.490
64.680	18.103
64.690	17.630
64.700	18.920
64.710	16.813
64.720	15.910
64.730	16.813
64.740	14.190
64.750	13.373
64.760	13.760
64.770	11.223
64.780	9.890
64.790	9.503
64.800	7.310
64.810	5.633
64.820	5.160
64.830	2.623
64.840	0.860
64.850	0.903
64.860	-2.150
64.870	-3.397
64.880	-5.160
64.890	-5.547
64.900	-8.127
64.910	-9.460
64.920	-9.847
64.930	-12.040
64.940	-13.287
64.950	-12.900
64.960	-15.437
64.970	-16.340
64.980	-15.437
64.990	-18.060
65.000	-18.017
65.010	-17.587
65.020	-19.350
65.030	-19.307
65.040	-18.060
65.050	-18.877
65.060	-19.350
65.070	-18.877
65.080	-16.727
65.090	-17.630
65.100	-17.157
65.110	-14.620
65.120	-15.437
65.130	-14.190
65.140	-11.997
65.150	-11.610
65.160	-10.707
65.170	-7.740
65.180	-7.697
65.190	-5.977
65.200	-3.870
65.210	-2.967
65.220	-2.150
65.230	0.903
65.240	1.290
65.250	2.623
65.260	5.590
65.270	6.063
65.280	7.310
65.290	9.073
65.300	11.180
65.310	11.223
65.320	12.470
65.330	14.663
65.340	14.190
65.350	15.523
65.360	17.200
65.370	16.770
65.380	17.673
65.390	18.920
65.400	18.103
65.410	18.060
65.420	19.393
65.430	18.060
65.440	17.673
65.450	18.490
65.460	16.813
65.470	15.910
65.480	15.953
65.490	15.910
65.500	13.803
65.510	12.470
65.520	12.943
65.530	10.320
65.540	9.073
65.550	8.600
65.560	6.493
65.570	4.300
65.580	4.773
65.590	1.720
65.600	0.473
65.610	0.000
65.620	-2.537
65.630	-4.300
65.640	-4.687
65.650	-7.310
65.660	-8.557
65.670	-9.890
65.680	-9.847
65.690	-12.470
65.700	-13.287
65.710	-12.857
65.720	-15.050
65.730	-15.867
65.740	-15.480
65.750	-17.587
65.760	-17.630
65.770	-16.727
65.780	-18.490
65.790	-18.447
65.800	-17.157
65.810	-18.060
65.820	-18.017
65.830	-16.340
65.840	-17.157
65.850	-16.770
65.860	-15.437
65.870	-13.760
65.880	-13.717
65.890	-12.857
65.900	-10.320
65.910	-10.277
65.920	-9.030
65.930	-6.407
65.940	-6.020
65.950	-5.117
65.960	-1.720
65.970	-1.677
65.980	0.000
65.990	2.623
66.000	3.010
66.010	4.343
66.020	7.310
66.030	7.353
66.040	8.600
66.050	9.933
66.060	12.470
66.070	12.513
66.080	13.760
66.090	15.523
66.100	15.050
66.110	15.953
66.120	18.060
66.130	17.243
66.140	17.630
66.150	18.963
66.160	18.060
66.170	18.103
66.180	18.920
66.190	17.673
66.200	17.200
66.210	17.673
66.220	15.910
66.230	15.050
66.240	14.233
66.250	14.620
66.260	12.083
66.270	11.180
66.280	10.793
66.290	8.600
66.300	6.923
66.310	6.880
66.320	4.343
66.330	3.010
66.340	2.623
66.350	-0.430
66.360	-1.677
66.370	-1.677
66.380	-5.160
66.390	-5.977
66.400	-6.450
66.410	-9.417
66.420	-10.320
66.430	-11.997
66.440	-11.180
66.450	-14.147
66.460	-14.620
66.470	-14.577
66.480	-16.770
66.490	-17.157
66.500	-16.727
66.510	-18.060
66.520	-18.877
66.530	-17.200
66.540	-19.307
66.550	-18.490
66.560	-17.587
66.570	-18.447
66.580	-18.060
66.590	-15.867
66.600	-16.770
66.610	-16.297
66.620	-15.050
66.630	-12.857
66.640	-12.900
66.650	-11.567
66.660	-9.460
66.670	-8.987
66.680	-7.697
66.690	-5.160
66.700	-4.687
66.710	-3.440
66.720	-0.817
66.730	0.000
66.740	0.903
66.750	4.300
66.760	4.343
66.770	6.020
66.780	8.643
66.790	8.600
66.800	9.933
66.810	11.180
66.820	13.803
66.830	13.330
66.840	14.663
66.850	16.340
66.860	15.953
66.870	16.770
66.880	18.533
66.890	18.060
66.900	18.103
66.910	19.350
66.920	18.490
66.930	18.103
66.940	19.350
66.950	17.673
66.960	16.770
66.970	18.103
66.980	15.910
66.990	15.523
67.000	15.480
67.010	12.943
67.020	12.040
67.030	11.223
67.040	10.750
67.050	8.213
67.060	6.450
67.070	6.923
67.080	3.870
67.090	2.193
67.100	2.150
67.110	-0.387
67.120	-2.580
67.130	-2.537
67.140	-5.160
67.150	-6.837
67.160	-6.880
67.170	-9.417
67.180	-11.137
67.190	-10.750
67.200	-12.857
67.210	-14.190
67.220	-15.437
67.230	-14.620
67.240	-16.727
67.250	-17.200
67.260	-16.727
67.270	-18.017
67.280	-18.490
67.290	-17.157
67.300	-18.490
67.310	-18.447
67.320	-16.770
67.330	-18.017
67.340	-17.200
67.350	-15.437
67.360	-16.297
67.370	-15.050
67.380	-12.857
67.390	-13.330
67.400	-11.997
67.410	-10.750
67.420	-8.557
67.430	-8.170
67.440	-6.837
67.450	-4.300
67.460	-3.827
67.470	-3.010
67.480	0.473
67.490	0.430
67.500	1.763
67.510	4.773
67.520	4.730
67.530	6.063
67.540	9.030
67.550	8.643
67.560	9.890
67.570	12.513
67.580	12.040
67.590	12.900
67.600	14.233
67.610	15.910
67.620	15.523
67.630	15.910
67.640	18.103
67.650	16.770
67.660	16.813
67.670	18.490
67.680	16.813
67.690	16.770
67.700	18.103
67.710	16.340
67.720	15.953
67.730	16.340
67.740	14.663
67.750	13.760
67.760	13.803
67.770	11.610
67.780	10.363
67.790	9.460
67.800	9.073
67.810	6.880
67.820	4.773
67.830	5.160
67.840	2.623
67.850	0.860
67.860	0.903
67.870	-2.150
67.880	-3.397
67.890	-3.870
67.900	-6.407
67.910	-7.740
67.920	-7.697
67.930	-10.320
67.940	-11.567
67.950	-11.137
67.960	-13.760
67.970	-14.147
67.980	-15.480
67.990	-15.007
68.000	-16.770
68.010	-17.157
68.020	-16.770
68.030	-17.587
68.040	-18.447
68.050	-16.340
68.060	-18.017
68.070	-17.200
68.080	-15.867
68.090	-16.770
68.100	-15.867
68.110	-14.190
68.120	-14.577
68.130	-13.717
68.140	-11.610
68.150	-11.997
68.160	-10.320
68.170	-8.987
68.180	-6.880
68.190	-6.407
68.200	-5.160
68.210	-2.537
68.220	-2.150
68.230	-0.817
68.240	1.720
68.250	2.193
68.260	3.440
68.270	6.063
68.280	6.450
68.290	7.353
68.300	10.750
68.310	9.933
68.320	11.180
68.330	13.803
68.340	13.330
68.350	14.663
68.360	15.050
68.370	17.243
68.380	16.340
68.390	16.813
68.400	18.490
68.410	17.673
68.420	17.630
68.430	18.533
68.440	17.630
68.450	17.243
68.460	18.060
68.470	15.953
68.480	15.910
68.490	15.953
68.500	14.190
68.510	13.373
68.520	13.330
68.530	10.793
68.540	9.890
68.550	8.213
68.560	8.600
68.570	5.633
68.580	4.300
68.590	4.343
68.600	0.860
68.610	0.043
68.620	-0.430
68.630	-2.967
68.640	-4.730
68.650	-4.687
68.660	-7.310
68.670	-8.987
68.680	-8.600
68.690	-11.567
68.700	-12.470
68.710	-12.427
68.720	-14.620
68.730	-15.437
68.740	-16.297
68.750	-15.480
68.760	-17.587
68.770	-18.060
68.780	-17.157
68.790	-18.920
68.800	-18.877
68.810	-17.200
68.820	-18.447
68.830	-18.017
68.840	-16.340
68.850	-17.157
68.860	-16.340
68.870	-14.577
68.880	-15.050
68.890	-14.147
68.900	-11.610
68.910	-11.997
68.920	-10.277
68.930	-7.740
68.940	-7.697
68.950	-6.450
68.960	-5.117
68.970	-2.580
68.980	-1.677
68.990	-0.860
69.000	2.193
69.010	2.150
69.020	3.913
69.030	6.450
69.040	6.493
69.050	8.170
69.060	10.793
69.070	10.750
69.080	11.653
69.090	14.190
69.100	13.803
69.110	14.190
69.120	16.813
69.130	15.910
69.140	16.383
69.150	16.770
69.160	18.963
69.170	17.200
69.180	17.673
69.190	18.490
69.200	17.243
69.210	16.770
69.220	17.673
69.230	15.910
69.240	15.093
69.250	15.480
69.260	13.330
69.270	12.513
69.280	12.900
69.290	10.363
69.300	9.030
69.310	8.643
69.320	6.450
69.330	4.773
69.340	3.440
69.350	3.483
69.360	0.903
69.370	-0.860
69.380	-0.817
69.390	-3.870
69.400	-5.117
69.410	-5.160
69.420	-7.697
69.430	-9.030
69.440	-9.417
69.450	-11.610
69.460	-12.427
69.470	-12.470
69.480	-14.147
69.490	-15.437
69.500	-14.620
69.510	-16.297
69.520	-17.200
69.530	-17.157
69.540	-16.340
69.550	-18.017
69.560	-17.630
69.570	-16.297
69.580	-17.587
69.590	-17.200
69.600	-15.437
69.610	-15.910
69.620	-15.437
69.630	-13.330
69.640	-13.717
69.650	-12.470
69.660	-10.277
69.670	-10.320
69.680	-8.987
69.690	-6.407
69.700	-6.450
69.710	-4.687
69.720	-3.440
69.730	-0.817
69.740	-0.430
69.750	0.903
69.760	3.440
69.770	3.913
69.780	5.160
69.790	8.213
69.800	7.740
69.810	9.503
69.820	11.610
69.830	11.653
69.840	12.900
69.850	14.663
69.860	14.620
69.870	15.093
69.880	17.200
69.890	16.383
69.900	16.340
69.910	17.243
69.920	18.490
69.930	17.243
69.940	16.770
69.950	18.103
69.960	16.340
69.970	15.910
69.980	16.383
69.990	14.620
70.000	13.803
70.010	14.190
70.020	11.653
70.030	10.750
70.040	11.223
70.050	8.170
70.060	7.353
70.070	6.880
70.080	4.343
70.090	3.010
70.100	1.763
70.110	1.290
70.120	-1.247
70.130	-2.580
70.140	-2.967
70.150	-5.547
70.160	-6.880
70.170	-6.837
70.180	-9.460
70.190	-11.137
70.200	-10.750
70.210	-13.287
70.220	-13.760
70.230	-13.717
70.240	-15.910
70.250	-16.297
70.260	-15.867
70.270	-17.200
70.280	-18.017
70.290	-17.630
70.300	-17.157
70.310	-18.060
70.320	-17.587
70.330	-16.727
70.340	-17.200
70.350	-16.727
70.360	-15.050
70.370	-15.437
70.380	-14.620
70.390	-12.427
70.400	-12.470
70.410	-11.567
70.420	-9.030
70.430	-8.987
70.440	-7.697
70.450	-5.160
70.460	-5.117
70.470	-3.440
70.480	-2.107
70.490	0.860
70.500	0.903
70.510	2.150
70.520	5.203
70.530	5.590
70.540	6.493
70.550	9.460
70.560	9.073
70.570	10.750
70.580	12.943
70.590	12.900
70.600	13.373
70.610	15.910
70.620	15.523
70.630	15.480
70.640	18.103
70.650	16.770
70.660	17.243
70.670	17.200
70.680	18.963
70.690	17.630
70.700	17.200
70.710	18.533
70.720	16.340
70.730	16.383
70.740	16.770
70.750	14.663
70.760	13.760
70.770	14.233
70.780	11.610
70.790	10.793
70.800	10.750
70.810	7.783
70.820	6.880
70.830	6.493
70.840	3.870
70.850	2.623
70.860	1.290
70.870	0.473
70.880	-1.720
70.890	-3.397
70.900	-3.397
70.910	-6.020
70.920	-7.697
70.930	-7.740
70.940	-9.847
70.950	-11.180
70.960	-11.137
70.970	-13.330
70.980	-14.577
70.990	-13.760
71.000	-15.867
71.010	-16.297
71.020	-15.910
71.030	-17.157
71.040	-18.060
71.050	-17.587
71.060	-16.770
71.070	-17.587
71.080	-17.630
71.090	-15.867
71.100	-16.727
71.110	-16.340
71.120	-14.577
71.130	-14.620
71.140	-14.147
71.150	-11.610
71.160	-11.997
71.170	-10.750
71.180	-8.557
71.190	-8.127
71.200	-6.880
71.210	-4.257
71.220	-4.300
71.230	-2.967
71.240	-0.430
71.250	0.043
71.260	1.290
71.270	2.623
71.280	5.160
71.290	5.633
71.300	6.880
71.310	9.073
71.320	9.460
71.330	10.363
71.340	12.470
71.350	12.513
71.360	12.900
71.370	15.523
71.380	14.190
71.390	15.523
71.400	16.770
71.410	16.383
71.420	15.910
71.430	17.673
71.440	16.340
71.450	16.383
71.460	15.910
71.470	17.243
71.480	15.480
71.490	14.620
71.500	15.523
71.510	13.330
71.520	12.513
71.530	12.900
71.540	10.363
71.550	9.030
71.560	9.073
71.570	6.880
71.580	5.203
71.590	5.160
71.600	2.623
71.610	1.290
71.620	1.333
71.630	-1.247
71.640	-3.440
71.650	-4.257
71.660	-4.300
71.670	-7.267
71.680	-8.170
71.690	-8.557
71.700	-10.750
71.710	-11.567
71.720	-11.610
71.730	-13.717
71.740	-14.620
71.750	-13.717
71.760	-15.867
71.770	-16.770
71.780	-15.437
71.790	-17.200
71.800	-17.157
71.810	-15.910
71.820	-16.727
71.830	-16.770
71.840	-16.727
71.850	-14.577
71.860	-15.910
71.870	-15.007
71.880	-12.900
71.890	-13.717
71.900	-12.470
71.910	-10.277
71.920	-10.320
71.930	-8.987
71.940	-6.407
71.950	-6.880
71.960	-5.117
71.970	-3.010
71.980	-2.537
71.990	-1.290
72.000	1.333
72.010	1.290
72.020	3.053
72.030	4.300
72.040	6.923
72.050	6.880
72.060	8.213
72.070	10.750
72.080	10.793
72.090	11.610
72.100	13.803
72.110	13.330
72.120	14.233
72.130	16.340
72.140	15.953
72.150	15.910
72.160	17.673
72.170	16.770
72.180	16.813
72.190	18.060
72.200	16.813
72.210	16.340
72.220	16.383
72.230	16.770
72.240	15.480
72.250	14.233
72.260	15.050
72.270	12.943
72.280	11.610
72.290	12.083
72.300	9.890
72.310	8.213
72.320	8.170
72.330	6.063
72.340	4.300
72.350	4.343
72.360	1.720
72.370	0.473
72.380	0.043
72.390	-2.580
72.400	-4.257
72.410	-5.590
72.420	-5.547
72.430	-8.600
72.440	-9.847
72.450	-9.460
72.460	-11.567
72.470	-12.900
72.480	-12.857
72.490	-14.620
72.500	-15.437
72.510	-15.007
72.520	-17.200
72.530	-17.587
72.540	-16.340
72.550	-18.017
72.560	-18.060
72.570	-16.297
72.580	-18.017
72.590	-17.200
72.600	-17.157
72.610	-15.480
72.620	-16.297
72.630	-15.480
72.640	-13.287
72.650	-13.760
72.660	-12.427
72.670	-10.277
72.680	-10.320
72.690	-8.987
72.700	-6.450
72.710	-6.407
72.720	-5.160
72.730	-2.537
72.740	-2.580
72.750	-1.247
72.760	1.720
72.770	2.193
72.780	3.440
72.790	5.203
72.800	7.310
72.810	7.783
72.820	8.600
72.830	11.223
72.840	11.180
72.850	11.653
72.860	14.620
72.870	13.373
72.880	14.620
72.890	16.813
72.900	15.910
72.910	16.383
72.920	17.630
72.930	17.243
72.940	16.770
72.950	18.103
72.960	16.340
72.970	16.383
72.980	15.910
72.990	16.383
73.000	14.620
73.010	14.233
73.020	14.190
73.030	12.513
73.040	11.180
73.050	11.653
73.060	9.030
73.070	7.783
73.080	7.740
73.090	5.203
73.100	3.440
73.110	3.913
73.120	0.860
73.130	-0.387
73.140	-0.430
73.150	-2.967
73.160	-4.730
73.170	-5.977
73.180	-6.020
73.190	-8.557
73.200	-9.460
73.210	-9.417
73.220	-12.040
73.230	-12.427
73.240	-12.427
73.250	-14.190
73.260	-15.437
73.270	-14.620
73.280	-15.867
73.290	-16.770
73.300	-16.297
73.310	-16.770
73.320	-17.587
73.330	-15.867
73.340	-16.770
73.350	-16.727
73.360	-16.340
73.370	-14.147
73.380	-15.050
73.390	-14.147
73.400	-12.040
73.410	-12.427
73.420	-11.137
73.430	-9.030
73.440	-8.987
73.450	-7.740
73.460	-5.117
73.470	-5.160
73.480	-3.827
73.490	-0.860
73.500	-0.817
73.510	0.430
73.520	3.053
73.530	3.440
73.540	4.773
73.550	6.020
73.560	8.643
73.570	8.600
73.580	9.933
73.590	12.040
73.600	11.653
73.610	12.900
73.620	14.663
73.630	14.620
73.640	14.663
73.650	16.770
73.660	15.953
73.670	16.340
73.680	17.673
73.690	16.340
73.700	16.383
73.710	17.200
73.720	15.523
73.730	15.050
73.740	14.663
73.750	15.480
73.760	13.373
73.770	12.470
73.780	12.513
73.790	10.750
73.800	9.503
73.810	9.890
73.820	6.923
73.830	6.020
73.840	6.063
73.850	3.010
73.860	1.763
73.870	2.150
73.880	-1.247
73.890	-2.150
73.900	-2.537
73.910	-4.730
73.920	-6.407
73.930	-7.740
73.940	-7.267
73.950	-10.320
73.960	-11.567
73.970	-10.707
73.980	-13.330
73.990	-13.717
74.000	-13.760
74.010	-15.437
74.020	-15.910
74.030	-15.437
74.040	-17.200
74.050	-16.727
74.060	-16.727
74.070	-17.200
74.080	-17.157
74.090	-15.910
74.100	-16.727
74.110	-15.910
74.120	-14.147
74.130	-15.007
74.140	-14.190
74.150	-12.857
74.160	-11.180
74.170	-11.567
74.180	-9.890
74.190	-7.697
74.200	-7.740
74.210	-6.407
74.220	-3.870
74.230	-3.397
74.240	-2.150
74.250	0.473
74.260	0.473
74.270	2.150
74.280	4.343
74.290	4.730
74.300	6.063
74.310	9.030
74.320	8.643
74.330	9.890
74.340	10.793
74.350	13.330
74.360	12.943
74.370	13.760
74.380	15.523
74.390	15.050
74.400	15.910
74.410	17.243
74.420	16.770
74.430	16.813
74.440	18.060
74.450	16.813
74.460	16.770
74.470	17.673
74.480	15.910
74.490	15.523
74.500	16.340
74.510	13.803
74.520	13.330
74.530	12.513
74.540	12.470
74.550	10.793
74.560	9.030
74.570	9.503
74.580	6.880
74.590	5.203
74.600	5.160
74.610	3.053
74.620	1.290
74.630	0.903
74.640	-1.290
74.650	-2.967
74.660	-3.010
74.670	-5.547
74.680	-6.837
74.690	-7.310
74.700	-9.417
74.710	-10.320
74.720	-11.997
74.730	-11.180
74.740	-13.717
74.750	-14.190
74.760	-13.717
74.770	-15.910
74.780	-16.297
74.790	-15.437
74.800	-16.770
74.810	-17.157
74.820	-15.910
74.830	-17.157
74.840	-17.200
74.850	-15.437
74.860	-16.297
74.870	-15.910
74.880	-13.717
74.890	-14.620
74.900	-13.717
74.910	-12.470
74.920	-10.707
74.930	-10.750
74.940	-9.417
74.950	-7.310
74.960	-7.267
74.970	-5.977
74.980	-3.010
74.990	-3.397
75.000	-2.150
75.010	0.903
75.020	0.430
75.030	2.193
75.040	4.730
75.050	4.773
75.060	6.450
75.070	8.643
75.080	8.600
75.090	9.503
75.100	10.750
75.110	12.513
75.120	12.470
75.130	12.943
75.140	15.050
75.150	14.233
75.160	15.050
75.170	16.813
75.180	15.910
75.190	15.523
75.200	17.630
75.210	15.523
75.220	15.910
75.230	16.813
75.240	14.620
75.250	14.233
75.260	15.050
75.270	12.943
75.280	12.040
75.290	11.223
75.300	11.610
75.310	9.073
75.320	7.740
75.330	8.643
75.340	5.590
75.350	4.343
75.360	4.300
75.370	1.763
75.380	0.000
75.390	0.473
75.400	-3.010
75.410	-3.397
75.420	-3.870
75.430	-6.407
75.440	-7.740
75.450	-7.697
75.460	-9.890
75.470	-11.137
75.480	-12.040
75.490	-11.997
75.500	-13.717
75.510	-14.620
75.520	-13.287
75.530	-15.480
75.540	-15.867
75.550	-15.050
75.560	-16.297
75.570	-16.770
75.580	-15.437
75.590	-16.297
75.600	-15.910
75.610	-14.577
75.620	-15.050
75.630	-14.577
75.640	-12.470
75.650	-12.857
75.660	-12.470
75.670	-11.137
75.680	-8.987
75.690	-9.460
75.700	-8.127
75.710	-5.590
75.720	-5.547
75.730	-4.300
75.740	-1.677
75.750	-1.720
75.760	0.043
75.770	2.150
75.780	2.193
75.790	3.870
75.800	6.493
75.810	6.020
75.820	7.783
75.830	9.890
75.840	9.933
75.850	10.750
75.860	12.083
75.870	14.190
75.880	13.373
75.890	14.190
75.900	15.953
75.910	15.480
75.920	15.523
75.930	17.200
75.940	16.383
75.950	16.340
75.960	17.243
75.970	15.910
75.980	15.953
75.990	16.340
76.000	14.663
76.010	14.190
76.020	14.233
76.030	12.470
76.040	11.653
76.050	10.750
76.060	10.793
76.070	8.600
76.080	6.923
76.090	7.310
76.100	4.773
76.110	3.010
76.120	3.053
76.130	0.430
76.140	-0.817
76.150	-0.860
76.160	-3.827
76.170	-5.160
76.180	-5.547
76.190	-7.740
76.200	-8.987
76.210	-8.987
76.220	-11.180
76.230	-12.427
76.240	-13.330
76.250	-12.857
76.260	-15.050
76.270	-15.437
76.280	-15.050
76.290	-16.297
76.300	-17.157
76.310	-15.910
76.320	-17.157
76.330	-17.200
76.340	-16.297
76.350	-16.770
76.360	-16.727
76.370	-15.050
76.380	-15.437
76.390	-15.007
76.400	-12.900
76.410	-12.857
76.420	-12.470
76.430	-11.137
76.440	-9.030
76.450	-8.987
76.460	-8.170
76.470	-5.117
76.480	-5.547
76.490	-3.870
76.500	-1.247
76.510	-0.860
76.520	0.043
76.530	3.010
76.540	3.053
76.550	4.730
76.560	6.923
76.570	6.880
76.580	8.213
76.590	10.750
76.600	10.363
76.610	11.610
76.620	12.083
76.630	14.620
76.640	14.233
76.650	14.620
76.660	16.383
76.670	15.480
76.680	15.953
76.690	17.200
76.700	16.383
76.710	16.340
76.720	17.243
76.730	15.910
76.740	15.523
76.750	16.340
76.760	14.233
76.770	13.760
76.780	14.190
76.790	12.083
76.800	11.180
76.810	9.933
76.820	10.320
76.830	7.783
76.840	6.493
76.850	6.880
76.860	3.913
76.870	3.010
76.880	2.623
76.890	0.000
76.900	-1.247
76.910	-1.290
76.920	-4.257
76.930	-5.590
76.940	-5.117
76.950	-7.740
76.960	-9.417
76.970	-8.600
76.980	-11.137
76.990	-12.040
77.000	-13.287
77.010	-12.427
77.020	-14.620
77.030	-15.437
77.040	-14.190
77.050	-16.297
77.060	-16.340
77.070	-15.437
77.080	-16.770
77.090	-16.727
77.100	-15.007
77.110	-16.340
77.120	-15.867
77.130	-13.760
77.140	-14.577
77.150	-14.190
77.160	-11.567
77.170	-11.997
77.180	-11.180
77.190	-10.277
77.200	-7.740
77.210	-7.697
77.220	-6.450
77.230	-3.827
77.240	-3.870
77.250	-2.967
77.260	0.430
77.270	0.043
77.280	1.720
77.290	3.913
77.300	4.300
77.310	5.633
77.320	7.740
77.330	7.783
77.340	9.460
77.350	11.223
77.360	11.180
77.370	12.083
77.380	12.900
77.390	14.663
77.400	14.190
77.410	14.663
77.420	16.340
77.430	15.523
77.440	15.480
77.450	16.813
77.460	15.480
77.470	15.093
77.480	16.340
77.490	14.663
77.500	14.190
77.510	15.093
77.520	12.470
77.530	12.083
77.540	12.900
77.550	10.363
77.560	9.030
77.570	8.643
77.580	8.170
77.590	6.063
77.600	4.730
77.610	4.773
77.620	2.150
77.630	0.903
77.640	0.860
77.650	-2.107
77.660	-3.010
77.670	-2.967
77.680	-5.977
77.690	-7.310
77.700	-6.837
77.710	-9.460
77.720	-10.277
77.730	-10.320
77.740	-12.427
77.750	-13.330
77.760	-14.147
