Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
46.760	4.773
46.770	4.300
46.780	0.903
46.790	-0.860
46.800	-1.247
46.810	-4.730
46.820	-6.407
46.830	-6.880
46.840	-10.277
46.850	-11.997
46.860	-11.610
46.870	-14.577
46.880	-15.910
46.890	-17.157
46.900	-17.630
46.910	-19.737
46.920	-20.640
46.930	-19.737
46.940	-22.360
46.950	-22.317
46.960	-21.027
46.970	-22.360
46.980	-22.317
46.990	-21.070
47.000	-21.887
47.010	-21.500
47.020	-19.737
47.030	-20.640
47.040	-19.307
47.050	-17.157
47.060	-17.200
47.070	-15.867
47.080	-14.620
47.090	-11.997
47.100	-11.180
47.110	-10.277
47.120	-6.880
47.130	-6.407
47.140	-4.730
47.150	-1.677
47.160	-0.860
47.170	0.903
47.180	3.870
47.190	4.773
47.200	6.450
47.210	11.223
47.220	11.610
47.230	11.653
47.240	14.620
47.250	15.093
47.260	15.910
47.270	17.243
47.280	19.780
47.290	19.393
47.300	20.640
47.310	21.930
47.320	20.253
47.330	21.070
47.340	23.693
47.350	22.360
47.360	22.403
47.370	23.650
47.380	21.543
47.390	21.500
47.400	21.543
47.410	19.780
47.420	18.920
47.430	18.963
47.440	16.340
47.450	15.093
47.460	13.760
47.470	13.373
47.480	10.320
47.490	8.643
47.500	8.170
47.510	5.203
47.520	3.440
47.530	2.623
47.540	-0.860
47.550	-2.537
47.560	-3.010
47.570	-6.407
47.580	-8.170
47.590	-8.557
47.600	-11.610
47.610	-13.287
47.620	-13.760
47.630	-16.297
47.640	-18.017
47.650	-17.630
47.660	-20.167
47.670	-21.070
47.680	-21.887
47.690	-21.500
47.700	-22.747
47.710	-23.220
47.720	-22.317
47.730	-23.607
47.740	-23.220
47.750	-21.887
47.760	-22.790
47.770	-22.317
47.780	-19.780
47.790	-20.597
47.800	-19.780
47.810	-17.157
47.820	-17.157
47.830	-15.480
47.840	-13.287
47.850	-12.470
47.860	-11.137
47.870	-9.460
47.880	-5.977
47.890	-6.020
47.900	-3.397
47.910	-0.860
47.920	0.473
47.930	1.720
47.940	5.203
47.950	5.590
47.960	7.783
47.970	10.750
47.980	10.793
47.990	12.470
48.000	15.523
48.010	15.480
48.020	16.813
48.030	19.780
48.040	19.393
48.050	19.780
48.060	21.070
48.070	22.403
48.080	22.360
48.090	22.403
48.100	23.650
48.110	22.403
48.120	21.930
48.130	23.263
48.140	21.500
48.150	21.113
48.160	21.500
48.170	18.920
48.180	18.533
48.190	18.060
48.200	15.953
48.210	14.190
48.220	14.233
48.230	11.180
48.240	9.503
48.250	7.740
48.260	7.783
48.270	4.300
48.280	2.623
48.290	1.720
48.300	-1.247
48.310	-3.440
48.320	-3.827
48.330	-6.450
48.340	-8.557
48.350	-9.460
48.360	-11.567
48.370	-13.760
48.380	-13.717
48.390	-16.340
48.400	-18.017
48.410	-17.587
48.420	-19.780
48.430	-21.027
48.440	-20.210
48.450	-21.887
48.460	-22.790
48.470	-22.747
48.480	-21.500
48.490	-22.747
48.500	-22.747
48.510	-20.640
48.520	-21.887
48.530	-21.070
48.540	-18.877
48.550	-19.350
48.560	-15.437
48.570	-14.190
48.580	-12.427
48.590	-13.717
48.600	-11.180
48.610	-10.707
48.620	-9.460
48.630	-5.977
48.640	-6.020
48.650	-3.827
48.660	-2.150
48.670	0.903
48.680	1.290
48.690	2.623
48.700	3.010
48.710	4.773
48.720	8.170
48.730	12.083
48.740	12.040
48.750	13.803
48.760	16.340
48.770	16.383
48.780	17.630
48.790	19.780
48.800	19.393
48.810	20.210
48.820	21.973
48.830	21.070
48.840	21.543
48.850	21.500
48.860	22.403
48.870	21.500
48.880	20.683
48.890	21.930
48.900	19.780
48.910	19.393
48.920	19.780
48.930	17.243
48.940	15.910
48.950	15.953
48.960	13.760
48.970	12.083
48.980	12.040
48.990	9.073
49.000	7.310
49.010	6.923
49.020	3.440
49.030	2.193
49.040	0.000
49.050	-0.387
49.060	-3.870
49.070	-5.117
49.080	-5.590
49.090	-8.987
49.100	-10.320
49.110	-11.137
49.120	-13.760
49.130	-15.007
49.140	-15.480
49.150	-17.587
49.160	-18.877
49.170	-18.490
49.180	-21.027
49.190	-21.070
49.200	-20.597
49.210	-22.360
49.220	-22.317
49.230	-21.500
49.240	-22.317
49.250	-21.887
49.260	-22.360
49.270	-19.737
49.280	-21.070
49.290	-20.167
49.300	-17.630
49.310	-18.017
49.320	-16.770
49.330	-13.717
49.340	-13.717
49.350	-12.470
49.360	-9.417
49.370	-9.030
49.380	-7.697
49.390	-4.300
49.400	-3.397
49.410	-2.150
49.420	1.333
49.430	1.720
49.440	3.483
49.450	5.590
49.460	8.643
49.470	8.600
49.480	10.793
49.490	13.330
49.500	13.373
49.510	15.050
49.520	17.673
49.530	17.630
49.540	18.920
49.550	21.113
49.560	20.210
49.570	21.113
49.580	22.360
49.590	21.973
49.600	21.930
49.610	23.263
49.620	21.500
49.630	21.973
49.640	21.070
49.650	21.930
49.660	19.823
49.670	19.350
49.680	19.393
49.690	16.770
49.700	15.953
49.710	15.910
49.720	12.943
49.730	11.180
49.740	11.223
49.750	8.170
49.760	6.493
49.770	6.020
49.780	3.053
49.790	0.860
49.800	0.473
49.810	-2.580
49.820	-4.687
49.830	-6.020
49.840	-6.837
49.850	-9.890
49.860	-11.567
49.870	-11.610
49.880	-14.577
49.890	-15.910
49.900	-15.867
49.910	-18.017
49.920	-19.350
49.930	-18.877
49.940	-21.070
49.950	-21.457
49.960	-21.070
49.970	-21.887
49.980	-22.790
49.990	-21.027
50.000	-22.317
50.010	-22.360
50.020	-20.167
50.030	-21.500
50.040	-20.167
50.050	-19.780
50.060	-17.157
50.070	-17.630
50.080	-15.867
50.090	-13.717
50.100	-13.330
50.110	-11.997
50.120	-9.030
50.130	-8.557
50.140	-6.880
50.150	-3.827
50.160	-3.440
50.170	-1.677
50.180	1.290
50.190	1.763
50.200	3.870
50.210	6.493
50.220	7.310
50.230	9.073
50.240	10.320
50.250	13.373
50.260	13.330
50.270	14.663
50.280	17.200
50.290	17.243
50.300	18.060
50.310	20.210
50.320	19.393
50.330	20.210
50.340	22.403
50.350	20.640
50.360	21.113
50.370	22.360
50.380	21.113
50.390	20.640
50.400	21.973
50.410	19.350
50.420	18.963
50.430	18.060
50.440	18.490
50.450	15.523
50.460	14.620
50.470	14.233
50.480	12.040
50.490	9.933
50.500	9.460
50.510	7.353
50.520	5.160
50.530	4.343
50.540	1.720
50.550	0.043
50.560	-0.860
50.570	-3.827
50.580	-5.160
50.590	-5.977
50.600	-9.030
50.610	-10.707
50.620	-12.470
50.630	-11.997
50.640	-15.007
50.650	-16.340
50.660	-15.867
50.670	-18.490
50.680	-19.307
50.690	-18.920
50.700	-20.597
50.710	-21.070
50.720	-20.167
50.730	-21.457
50.740	-21.500
50.750	-19.737
50.760	-21.070
50.770	-21.027
50.780	-18.920
50.790	-19.737
50.800	-18.920
50.810	-16.727
50.820	-16.770
50.830	-15.867
50.840	-14.147
50.850	-12.040
50.860	-11.567
50.870	-9.890
50.880	-7.267
50.890	-6.880
50.900	-5.117
50.910	-2.150
50.920	-1.677
50.930	0.430
50.940	3.053
50.950	3.870
50.960	5.633
50.970	8.600
50.980	9.073
50.990	10.750
51.000	13.373
51.010	13.760
51.020	15.093
51.030	15.910
51.040	18.533
51.050	18.490
51.060	19.393
51.070	21.070
51.080	20.640
51.090	20.683
51.100	22.790
51.110	21.113
51.120	21.500
51.130	22.403
51.140	21.070
51.150	20.253
51.160	21.500
51.170	18.963
51.180	18.490
51.190	18.490
51.200	15.953
51.210	15.050
51.220	13.373
51.230	12.900
51.240	10.793
51.250	8.600
51.260	8.213
51.270	5.160
51.280	3.913
51.290	3.010
51.300	0.043
51.310	-2.150
51.320	-2.537
51.330	-5.590
51.340	-7.267
51.350	-7.740
51.360	-10.707
51.370	-12.427
51.380	-12.900
51.390	-15.437
51.400	-16.770
51.410	-18.017
51.420	-17.630
51.430	-19.737
51.440	-20.640
51.450	-19.737
51.460	-21.930
51.470	-21.887
51.480	-21.457
51.490	-22.360
51.500	-22.317
51.510	-20.640
51.520	-21.887
51.530	-21.500
51.540	-19.307
51.550	-20.210
51.560	-18.877
51.570	-16.727
51.580	-16.770
51.590	-15.437
51.600	-12.900
51.610	-12.427
51.620	-10.750
51.630	-9.417
51.640	-6.020
51.650	-5.547
51.660	-4.300
51.670	-0.817
51.680	-0.430
51.690	1.333
51.700	3.870
51.710	4.773
51.720	6.880
51.730	9.503
51.740	10.320
51.750	11.653
51.760	14.620
51.770	14.663
51.780	15.910
51.790	18.533
51.800	17.630
51.810	18.963
51.820	19.780
51.830	21.973
51.840	20.640
51.850	21.070
51.860	22.833
51.870	21.500
51.880	21.543
51.890	22.360
51.900	20.683
51.910	20.210
51.920	20.683
51.930	18.920
51.940	17.673
51.950	18.060
51.960	15.523
51.970	14.190
51.980	13.803
51.990	11.610
52.000	9.460
52.010	7.783
52.020	7.740
52.030	4.773
52.040	3.010
52.050	2.193
52.060	-0.430
52.070	-2.107
52.080	-2.967
52.090	-6.020
52.100	-7.267
52.110	-8.600
52.120	-10.707
52.130	-12.900
52.140	-12.857
52.150	-15.480
52.160	-16.727
52.170	-16.340
52.180	-18.877
52.190	-19.780
52.200	-20.597
52.210	-19.737
52.220	-21.500
52.230	-21.457
52.240	-20.640
52.250	-21.887
52.260	-21.500
52.270	-20.167
52.280	-21.070
52.290	-20.167
52.300	-18.447
52.310	-17.630
52.320	-16.297
52.330	-15.050
52.340	-15.007
52.350	-11.610
52.360	-9.417
52.370	-10.750
52.380	-8.987
52.390	-7.740
52.400	-4.687
52.410	-4.300
52.420	-2.967
52.430	-1.720
52.440	-1.247
52.450	-0.430
52.460	5.633
52.470	6.450
52.480	8.213
52.490	10.750
52.500	11.223
52.510	12.470
52.520	15.523
52.530	15.050
52.540	16.383
52.550	18.490
52.560	18.103
52.570	18.920
52.580	20.683
52.590	19.780
52.600	20.253
52.610	20.210
52.620	21.973
52.630	20.210
52.640	20.210
52.650	21.113
52.660	18.920
52.670	18.533
52.680	18.920
52.690	16.813
52.700	15.910
52.710	15.523
52.720	13.760
52.730	12.083
52.740	11.610
52.750	9.073
52.760	7.310
52.770	7.353
52.780	4.300
52.790	2.193
52.800	0.860
52.810	0.473
52.820	-3.010
52.830	-4.257
52.840	-5.160
52.850	-7.697
52.860	-9.890
52.870	-9.847
52.880	-12.900
52.890	-14.147
52.900	-14.190
52.910	-16.297
52.920	-18.017
52.930	-16.770
52.940	-19.737
52.950	-20.210
52.960	-18.877
52.970	-21.500
52.980	-21.027
52.990	-21.930
53.000	-19.737
53.010	-21.887
53.020	-20.640
53.030	-19.737
53.040	-19.780
53.050	-19.307
53.060	-17.200
53.070	-17.587
53.080	-16.340
53.090	-13.287
53.100	-13.760
53.110	-11.997
53.120	-9.417
53.130	-9.030
53.140	-7.267
53.150	-4.730
53.160	-4.257
53.170	-2.580
53.180	-0.817
53.190	2.580
53.200	2.623
53.210	4.730
53.220	7.353
53.230	8.170
53.240	9.503
53.250	12.470
53.260	12.943
53.270	13.760
53.280	16.813
53.290	16.340
53.300	17.200
53.310	19.393
53.320	19.350
53.330	19.823
53.340	21.500
53.350	20.683
53.360	20.640
53.370	22.403
53.380	20.640
53.390	20.683
53.400	20.640
53.410	21.113
53.420	19.350
53.430	18.490
53.440	18.533
53.450	16.770
53.460	15.523
53.470	15.480
53.480	12.943
53.490	11.180
53.500	11.223
53.510	8.170
53.520	6.923
53.530	6.020
53.540	3.483
53.550	1.290
53.560	1.333
53.570	-2.150
53.580	-3.827
53.590	-5.590
53.600	-5.977
53.610	-9.030
53.620	-10.277
53.630	-10.750
53.640	-13.717
53.650	-14.577
53.660	-15.050
53.670	-17.157
53.680	-18.060
53.690	-17.587
53.700	-19.780
53.710	-20.597
53.720	-19.780
53.730	-21.027
53.740	-21.887
53.750	-20.210
53.760	-21.457
53.770	-21.500
53.780	-21.027
53.790	-18.920
53.800	-19.737
53.810	-18.920
53.820	-17.157
53.830	-17.157
53.840	-15.910
53.850	-13.287
53.860	-13.330
53.870	-11.997
53.880	-9.460
53.890	-8.557
53.900	-7.310
53.910	-4.257
53.920	-4.300
53.930	-2.537
53.940	0.860
53.950	1.333
53.960	2.580
53.970	4.773
53.980	7.740
53.990	8.213
54.000	9.460
54.010	12.513
54.020	12.470
54.030	13.803
54.040	15.910
54.050	15.953
54.060	17.200
54.070	18.533
54.080	18.920
54.090	19.393
54.100	21.070
54.110	20.210
54.120	20.253
54.130	21.930
54.140	20.253
54.150	19.780
54.160	19.393
54.170	20.210
54.180	18.103
54.190	17.630
54.200	17.673
54.210	15.910
54.220	14.233
54.230	14.620
54.240	11.653
54.250	10.320
54.260	9.933
54.270	6.880
54.280	5.633
54.290	5.160
54.300	2.193
54.310	0.860
54.320	-0.387
54.330	-3.010
54.340	-4.687
54.350	-5.160
54.360	-8.127
54.370	-9.890
54.380	-11.137
54.390	-11.180
54.400	-14.147
54.410	-15.050
54.420	-15.007
54.430	-16.770
54.440	-18.017
54.450	-17.587
54.460	-19.350
54.470	-20.167
54.480	-18.920
54.490	-20.597
54.500	-20.640
54.510	-19.307
54.520	-20.640
54.530	-20.167
54.540	-18.017
54.550	-18.920
54.560	-18.447
54.570	-17.630
54.580	-15.437
54.590	-15.480
54.600	-14.147
54.610	-11.610
54.620	-11.997
54.630	-10.320
54.640	-7.267
54.650	-6.880
54.660	-5.547
54.670	-2.537
54.680	-2.150
54.690	-0.387
54.700	2.580
54.710	3.053
54.720	4.730
54.730	7.783
54.740	8.170
54.750	12.083
54.760	12.040
54.770	14.190
54.780	13.803
54.790	15.050
54.800	16.383
54.810	15.050
54.820	18.533
54.830	19.780
54.840	19.823
54.850	19.780
54.860	21.543
54.870	20.640
54.880	20.683
54.890	21.500
54.900	20.253
54.910	19.350
54.920	20.640
54.930	18.533
54.940	17.630
54.950	16.813
54.960	16.770
54.970	14.663
54.980	13.330
54.990	12.943
55.000	10.750
55.010	8.643
55.020	8.600
55.030	5.633
55.040	3.870
55.050	3.483
55.060	0.000
55.070	-1.247
55.080	-1.720
55.090	-5.117
55.100	-6.880
55.110	-7.267
55.120	-9.890
55.130	-11.567
55.140	-13.330
55.150	-12.857
55.160	-15.867
55.170	-16.340
55.180	-16.297
55.190	-18.920
55.200	-19.307
55.210	-18.490
55.220	-21.027
55.230	-21.070
55.240	-20.167
55.250	-21.887
55.260	-21.500
55.270	-20.167
55.280	-21.070
55.290	-20.597
55.300	-18.490
55.310	-19.307
55.320	-18.060
55.330	-15.867
55.340	-16.297
55.350	-15.050
55.360	-14.147
55.370	-11.180
55.380	-10.707
55.390	-9.460
55.400	-6.407
55.410	-6.020
55.420	-4.257
55.430	-1.290
55.440	-1.247
55.450	1.290
55.460	3.913
55.470	3.870
55.480	6.493
55.490	9.030
55.500	9.073
55.510	11.180
55.520	13.803
55.530	13.330
55.540	15.093
55.550	15.910
55.560	18.103
55.570	17.630
55.580	18.533
55.590	20.640
55.600	20.253
55.610	20.210
55.620	21.930
55.630	20.683
55.640	20.640
55.650	21.973
55.660	19.780
55.670	19.823
55.680	19.780
55.690	18.103
55.700	17.200
55.710	17.673
55.720	15.050
55.730	13.803
55.740	12.900
55.750	12.943
55.760	9.890
55.770	8.213
55.780	7.740
55.790	5.203
55.800	3.010
55.810	3.053
55.820	0.000
55.830	-2.107
55.840	-2.580
55.850	-5.547
55.860	-6.880
55.870	-7.697
55.880	-10.320
55.890	-11.997
55.900	-12.040
55.910	-14.577
55.920	-15.480
55.930	-16.727
55.940	-16.770
55.950	-18.447
55.960	-19.737
55.970	-18.490
55.980	-20.597
55.990	-20.640
56.000	-19.737
56.010	-21.070
56.020	-20.597
56.030	-19.737
56.040	-19.780
56.050	-17.157
56.060	-16.770
56.070	-14.577
56.080	-16.770
56.090	-14.577
56.100	-15.050
56.110	-13.287
56.120	-12.470
56.130	-9.847
56.140	-9.890
56.150	-8.127
56.160	-5.547
56.170	-4.730
56.180	-5.977
56.190	-1.720
56.200	-2.537
56.210	2.150
56.220	5.203
56.230	5.590
56.240	6.923
56.250	10.320
56.260	9.933
56.270	11.610
56.280	14.233
56.290	13.760
56.300	15.093
56.310	17.630
56.320	16.770
56.330	17.673
56.340	18.490
56.350	20.253
56.360	18.920
56.370	19.393
56.380	21.070
56.390	19.393
56.400	19.350
56.410	20.253
56.420	18.060
56.430	17.673
56.440	18.490
56.450	15.953
56.460	15.480
56.470	15.480
56.480	13.373
56.490	12.040
56.500	12.083
56.510	9.030
56.520	7.783
56.530	6.020
56.540	6.063
56.550	2.580
56.560	1.333
56.570	0.860
56.580	-2.537
56.590	-3.870
56.600	-4.257
56.610	-7.267
56.620	-8.600
56.630	-8.987
56.640	-11.610
56.650	-13.287
56.660	-12.900
56.670	-15.007
56.680	-16.770
56.690	-16.297
56.700	-18.060
56.710	-19.307
56.720	-19.307
56.730	-18.920
56.740	-20.167
56.750	-20.640
56.760	-19.307
56.770	-20.640
56.780	-20.167
56.790	-18.920
56.800	-18.877
56.810	-18.877
56.820	-16.340
56.830	-16.727
56.840	-15.480
56.850	-13.717
56.860	-13.330
56.870	-11.997
56.880	-9.890
56.890	-8.987
56.900	-7.740
56.910	-6.407
56.920	-3.010
56.930	-2.537
56.940	-1.290
56.950	2.193
56.960	2.150
56.970	3.913
56.980	6.880
56.990	7.353
57.000	8.600
57.010	11.223
57.020	11.610
57.030	12.513
57.040	15.480
57.050	15.523
57.060	16.340
57.070	18.533
57.080	18.060
57.090	18.533
57.100	19.350
57.110	20.683
57.120	19.780
57.130	20.253
57.140	21.500
57.150	19.823
57.160	19.350
57.170	20.640
57.180	18.533
57.190	17.630
57.200	18.533
57.210	15.910
57.220	15.093
57.230	15.480
57.240	12.513
57.250	11.610
57.260	11.223
57.270	8.170
57.280	6.923
57.290	5.160
57.300	5.203
57.310	1.720
57.320	0.043
57.330	0.000
57.340	-3.397
57.350	-4.730
57.360	-5.547
57.370	-7.740
57.380	-9.847
57.390	-9.460
57.400	-12.857
57.410	-13.717
57.420	-13.760
57.430	-15.867
57.440	-17.200
57.450	-16.727
57.460	-18.920
57.470	-19.737
57.480	-18.490
57.490	-20.597
57.500	-20.640
57.510	-20.597
57.520	-19.307
57.530	-20.640
57.540	-20.167
57.550	-18.490
57.560	-19.307
57.570	-18.490
57.580	-16.297
57.590	-16.770
57.600	-15.437
57.610	-13.717
57.620	-13.330
57.630	-11.997
57.640	-9.460
57.650	-8.987
57.660	-7.740
57.670	-4.687
57.680	-4.300
57.690	-2.537
57.700	-0.860
57.710	2.193
57.720	2.580
57.730	4.343
57.740	6.880
57.750	6.923
57.760	8.600
57.770	11.223
57.780	11.610
57.790	12.513
57.800	15.480
57.810	15.093
57.820	15.910
57.830	18.533
57.840	18.060
57.850	18.533
57.860	20.210
57.870	18.963
57.880	19.350
57.890	19.350
57.900	20.683
57.910	19.350
57.920	18.963
57.930	19.780
57.940	18.103
57.950	16.770
57.960	18.103
57.970	15.050
57.980	14.233
57.990	14.620
58.000	11.653
58.010	10.320
58.020	9.933
58.030	7.310
58.040	5.633
58.050	5.160
58.060	2.623
58.070	0.860
58.080	-0.817
58.090	-0.860
58.100	-4.257
58.110	-5.590
58.120	-5.977
58.130	-8.600
58.140	-9.847
58.150	-10.320
58.160	-12.857
58.170	-14.190
58.180	-13.717
58.190	-16.297
58.200	-16.770
58.210	-16.727
58.220	-18.490
58.230	-19.307
58.240	-18.060
58.250	-19.737
58.260	-19.780
58.270	-19.737
58.280	-18.447
58.290	-18.920
58.300	-18.877
58.310	-17.200
58.320	-18.017
58.330	-17.200
58.340	-15.437
58.350	-15.480
58.360	-14.147
58.370	-11.997
58.380	-11.610
58.390	-10.277
58.400	-7.310
58.410	-7.697
58.420	-5.590
58.430	-1.677
58.440	-0.430
58.450	3.483
58.460	2.580
58.470	2.623
58.480	3.870
58.490	6.063
58.500	8.600
58.510	9.073
58.520	10.320
58.530	12.943
58.540	12.900
58.550	14.233
58.560	16.340
58.570	15.953
58.580	15.480
58.590	16.383
58.600	18.490
58.610	16.770
58.620	19.823
58.630	19.350
58.640	19.823
58.650	20.640
58.660	19.393
58.670	18.920
58.680	18.533
58.690	19.350
58.700	16.813
58.710	16.340
58.720	16.813
58.730	14.190
58.740	13.373
58.750	12.900
58.760	10.363
58.770	9.030
58.780	8.643
58.790	5.590
58.800	3.913
58.810	3.440
58.820	0.473
58.830	-1.290
58.840	-1.247
58.850	-4.300
58.860	-5.977
58.870	-7.740
58.880	-7.697
58.890	-10.750
58.900	-11.997
58.910	-12.470
58.920	-14.577
58.930	-15.910
58.940	-15.437
58.950	-17.587
58.960	-18.490
58.970	-17.587
58.980	-19.780
58.990	-20.167
59.000	-19.350
59.010	-20.597
59.020	-20.640
59.030	-19.307
59.040	-20.167
59.050	-19.780
59.060	-18.877
59.070	-17.630
59.080	-17.587
59.090	-17.200
59.100	-14.577
59.110	-15.050
59.120	-13.287
59.130	-11.180
59.140	-10.707
59.150	-9.417
59.160	-6.450
59.170	-5.977
59.180	-4.300
59.190	-1.247
59.200	-1.290
59.210	0.043
59.220	3.440
59.230	3.483
59.240	5.160
59.250	6.923
59.260	9.890
59.270	10.363
59.280	11.610
59.290	14.233
59.300	13.760
59.310	15.093
59.320	17.200
59.330	16.813
59.340	17.630
59.350	19.780
59.360	19.393
59.370	18.920
59.380	21.113
59.390	20.210
59.400	19.393
59.410	21.070
59.420	19.393
59.430	18.920
59.440	18.103
59.450	18.920
59.460	16.813
59.470	15.910
59.480	16.383
59.490	13.760
59.500	12.943
59.510	12.470
59.520	9.933
59.530	8.170
59.540	7.783
59.550	5.160
59.560	3.053
59.570	3.010
59.580	0.043
59.590	-1.720
59.600	-2.107
59.610	-4.730
59.620	-6.407
59.630	-6.450
59.640	-9.417
59.650	-11.180
59.660	-12.427
59.670	-12.470
59.680	-15.007
59.690	-15.910
59.700	-15.867
59.710	-17.587
59.720	-18.490
59.730	-17.587
59.740	-19.780
59.750	-19.737
59.760	-18.920
59.770	-20.167
59.780	-20.210
59.790	-18.447
59.800	-19.307
59.810	-19.350
59.820	-14.577
59.830	-16.770
59.840	-14.577
59.850	-14.620
59.860	-13.717
59.870	-15.910
59.880	-13.717
59.890	-10.750
59.900	-10.277
59.910	-8.557
