Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
11.620	20.453	0.239
11.630	20.096	0.239
11.640	19.749	0.239
11.650	19.430	0.239
11.660	19.113	0.239
11.670	18.812	0.239
11.680	18.545	0.239
11.690	18.287	0.239
11.700	18.051	0.239
11.710	17.854	0.239
11.720	17.673	0.239
11.730	17.519	0.239
11.740	17.403	0.239
11.750	17.308	0.239
11.760	17.244	0.239
11.770	17.218	0.239
11.780	17.219	0.239
11.790	17.245	0.239
11.800	17.305	0.239
11.810	17.404	0.239
11.820	17.529	0.239
11.830	17.671	0.239
11.840	17.861	0.239
11.850	18.063	0.239
11.860	18.287	0.239
11.870	18.549	0.239
11.880	18.825	0.239
11.890	19.117	0.239
11.900	19.440	0.239
11.910	19.771	0.239
11.920	20.111	0.239
11.930	20.477	0.239
11.940	20.834	0.239
11.950	21.199	0.239
11.960	21.583	0.239
11.970	21.952	0.239
11.980	22.322	0.239
11.990	22.701	0.239
12.000	23.062	0.239
12.010	23.411	0.239
12.020	23.751	0.239
12.030	24.086	0.239
12.040	24.396	0.239
12.050	24.680	0.239
12.060	24.964	0.239
12.070	25.205	0.239
12.080	25.429	0.239
12.090	25.635	0.239
12.100	25.803	0.239
12.110	25.945	0.239
12.120	26.070	0.239
12.130	26.152	0.239
12.140	26.204	0.239
12.150	26.239	0.239
12.160	26.230	0.239
12.170	26.187	0.239
12.180	26.127	0.239
12.190	26.029	0.239
12.200	25.895	0.239
12.210	25.754	0.239
12.220	25.565	0.239
12.230	25.355	0.239
12.240	25.118	0.239
12.250	24.873	0.239
12.260	24.594	0.239
12.270	24.310	0.239
12.280	24.019	0.239
12.290	23.726	0.239
12.300	23.391	0.239
12.310	23.064	0.239
12.320	22.738	0.239
12.330	22.454	0.239
12.340	22.227	0.239
12.350	21.917	0.239
12.360	21.586	0.239
12.370	21.423	0.239
12.380	21.114	0.239
12.390	20.779	0.239
12.400	20.465	0.239
12.410	20.152	0.239
12.420	19.851	0.239
12.430	19.567	0.239
12.440	19.318	0.239
12.450	19.073	0.239
12.460	18.854	0.239
12.470	18.674	0.239
12.480	18.502	0.239
12.490	18.356	0.239
12.500	18.072	0.239
12.510	17.918	0.239
12.520	17.596	0.239
12.530	17.548	0.239
12.540	17.544	0.239
12.550	17.570	0.239
12.560	17.584	0.239
12.570	17.682	0.239
12.580	17.811	0.239
12.590	17.980	0.239
12.600	18.160	0.239
12.610	18.367	0.239
12.620	18.608	0.239
12.630	18.858	0.239
12.640	19.129	0.239
12.650	19.417	0.239
12.660	19.731	0.239
12.670	20.045	0.239
12.680	20.372	0.239
12.690	20.716	0.239
12.700	21.056	0.239
12.710	21.405	0.239
12.720	21.770	0.239
12.730	22.123	0.239
12.740	22.471	0.239
12.750	22.824	0.239
12.760	23.160	0.239
12.770	23.482	0.239
12.780	23.810	0.239
12.790	24.106	0.239
12.800	24.386	0.239
12.810	24.666	0.239
12.820	24.919	0.239
12.830	25.165	0.239
12.840	25.453	0.239
12.850	25.690	0.239
12.860	25.836	0.239
12.870	25.953	0.239
12.880	26.052	0.239
12.890	26.108	0.239
12.900	26.138	0.239
12.910	26.147	0.239
12.920	26.113	0.239
12.930	26.048	0.239
12.940	25.971	0.239
12.950	25.846	0.239
12.960	25.701	0.239
12.970	25.533	0.239
12.980	25.331	0.239
12.990	25.104	0.239
13.000	24.854	0.239
13.010	24.472	0.239
13.020	24.132	0.239
13.030	23.828	0.239
13.040	23.505	0.239
13.050	23.170	0.239
13.060	22.830	0.239
13.070	22.491	0.239
13.080	22.135	0.239
13.090	21.778	0.239
13.100	21.430	0.239
13.110	21.073	0.239
13.120	20.725	0.239
13.130	20.390	0.239
13.140	20.055	0.239
13.150	19.733	0.239
13.160	19.436	0.239
13.170	19.140	0.239
13.180	18.869	0.239
13.190	18.628	0.239
13.200	18.392	0.239
13.210	18.182	0.239
13.220	18.010	0.239
13.230	17.847	0.239
13.240	17.709	0.239
13.250	17.602	0.239
13.260	17.533	0.239
13.270	17.486	0.239
13.280	17.465	0.239
13.290	17.487	0.239
13.300	17.526	0.239
13.310	17.590	0.239
13.320	17.698	0.239
13.330	17.823	0.239
13.340	17.969	0.239
13.350	18.198	0.239
13.360	18.443	0.239
13.370	18.675	0.239
13.380	18.942	0.239
13.390	19.217	0.239
13.400	19.510	0.239
13.410	19.832	0.239
13.420	20.155	0.239
13.430	20.491	0.239
13.440	20.843	0.239
13.450	21.184	0.239
13.460	21.523	0.239
13.470	21.872	0.239
13.480	22.233	0.239
13.490	22.581	0.239
13.500	22.922	0.239
13.510	23.261	0.239
13.520	23.567	0.239
13.530	23.881	0.239
13.540	24.182	0.239
13.550	24.466	0.239
13.560	24.737	0.239
13.570	24.995	0.239
13.580	25.223	0.239
13.590	25.425	0.239
13.600	25.615	0.239
13.610	25.770	0.239
13.620	25.891	0.239
13.630	25.998	0.239
13.640	26.067	0.239
13.650	26.102	0.239
13.660	26.124	0.239
13.670	26.102	0.239
13.680	26.051	0.239
13.690	25.969	0.239
13.700	25.871	0.239
13.710	25.733	0.239
13.720	25.570	0.239
13.730	25.390	0.239
13.740	25.175	0.239
13.750	24.934	0.239
13.760	24.685	0.239
13.770	24.402	0.239
13.780	24.105	0.239
13.790	23.805	0.239
13.800	23.474	0.239
13.810	23.134	0.239
13.820	22.799	0.239
13.830	22.443	0.239
13.840	22.081	0.239
13.850	21.729	0.239
13.860	21.368	0.239
13.870	21.007	0.239
13.880	20.655	0.239
13.890	20.320	0.239
13.900	19.980	0.239
13.910	19.649	0.239
13.920	19.353	0.239
13.930	19.056	0.239
13.940	18.782	0.239
13.950	18.536	0.239
13.960	18.305	0.239
13.970	18.094	0.239
13.980	17.922	0.239
13.990	17.764	0.239
14.000	17.635	0.239
14.010	17.541	0.239
14.020	17.467	0.239
14.030	17.421	0.239
14.040	17.416	0.239
14.050	17.434	0.239
14.060	17.477	0.239
14.070	17.563	0.239
14.080	17.667	0.239
14.090	17.796	0.239
14.100	17.955	0.239
14.110	18.149	0.239
14.120	18.360	0.239
14.130	18.588	0.239
14.140	18.855	0.239
14.150	19.130	0.239
14.160	19.418	0.239
14.170	19.737	0.239
14.180	20.055	0.239
14.190	20.386	0.239
14.200	20.743	0.239
14.210	21.087	0.239
14.220	21.436	0.239
14.230	21.797	0.239
14.240	22.150	0.239
14.250	22.498	0.239
14.260	22.847	0.239
14.270	23.187	0.239
14.280	23.505	0.239
14.290	23.815	0.239
14.300	24.129	0.239
14.310	24.405	0.239
14.320	24.667	0.239
14.330	24.916	0.239
14.340	25.136	0.239
14.350	25.321	0.239
14.360	25.498	0.239
14.370	25.627	0.239
14.380	25.735	0.239
14.390	25.825	0.239
14.400	25.873	0.239
14.410	25.894	0.239
14.420	25.898	0.239
14.430	25.860	0.239
14.440	25.791	0.239
14.450	25.710	0.239
14.460	25.590	0.239
14.470	25.440	0.239
14.480	25.277	0.239
14.490	25.079	0.239
14.500	24.860	0.239
14.510	24.615	0.239
14.520	24.362	0.239
14.530	24.082	0.239
14.540	23.786	0.239
14.550	23.485	0.239
14.560	23.163	0.239
14.570	22.832	0.239
14.580	22.501	0.239
14.590	22.157	0.239
14.600	21.809	0.239
14.610	21.470	0.239
14.620	21.122	0.239
14.630	20.774	0.239
14.640	20.443	0.239
14.650	20.112	0.239
14.660	19.794	0.239
14.670	19.497	0.239
14.680	19.236	0.239
14.690	19.012	0.239
14.700	18.772	0.239
14.710	18.582	0.239
14.720	18.428	0.239
14.730	18.475	0.239
14.740	18.390	0.239
14.750	18.463	0.239
14.760	18.373	0.239
14.770	18.321	0.239
14.780	18.279	0.239
14.790	18.266	0.239
14.800	18.297	0.239
14.810	18.339	0.239
14.820	18.413	0.239
14.830	18.529	0.239
14.840	18.654	0.239
14.850	18.809	0.239
14.860	18.998	0.239
14.870	19.196	0.239
14.880	19.390	0.239
14.890	19.464	0.239
14.900	19.691	0.239
14.910	19.924	0.239
14.920	20.001	0.239
14.930	20.294	0.239
14.940	20.604	0.239
14.950	20.931	0.239
14.960	21.241	0.239
14.970	21.559	0.239
14.980	21.908	0.239
14.990	22.269	0.239
15.000	22.609	0.239
15.010	22.949	0.239
15.020	23.288	0.239
15.030	23.611	0.239
15.040	23.917	0.239
15.050	24.218	0.239
15.060	24.493	0.239
15.070	24.747	0.239
15.080	24.992	0.239
15.090	25.199	0.239
15.100	25.384	0.239
15.110	25.539	0.239
15.120	25.681	0.239
15.130	25.789	0.239
15.140	25.862	0.239
15.150	25.923	0.239
15.160	25.940	0.239
15.170	25.927	0.239
15.180	25.901	0.239
15.190	25.833	0.239
15.200	25.734	0.239
15.210	25.623	0.239
15.220	25.472	0.239
15.230	25.296	0.239
15.240	25.103	0.239
15.250	24.880	0.239
15.260	24.630	0.239
15.270	24.377	0.239
15.280	24.089	0.239
15.290	23.788	0.239
15.300	23.484	0.239
15.310	23.152	0.239
15.320	22.813	0.239
15.330	22.465	0.239
15.340	22.126	0.239
15.350	21.769	0.239
15.360	21.412	0.239
15.370	21.069	0.239
15.380	20.720	0.239
15.390	20.377	0.239
15.400	20.054	0.239
15.410	19.732	0.239
15.420	19.423	0.239
15.430	19.144	0.239
15.440	18.864	0.239
15.450	18.611	0.239
15.460	18.392	0.239
15.470	18.177	0.239
15.480	17.992	0.239
15.490	17.846	0.239
15.500	17.709	0.239
15.510	17.602	0.239
15.520	17.538	0.239
15.530	17.486	0.239
15.540	17.469	0.239
15.550	17.478	0.239
15.560	17.534	0.239
15.570	17.603	0.239
15.580	17.698	0.239
15.590	17.836	0.239
15.600	17.986	0.239
15.610	18.158	0.239
15.620	18.373	0.239
15.630	18.598	0.239
15.640	18.847	0.239
15.650	19.127	0.239
15.660	19.411	0.239
15.670	19.707	0.239
15.680	20.039	0.239
15.690	20.361	0.239
15.700	20.697	0.239
15.710	21.054	0.239
15.720	21.402	0.239
15.730	21.751	0.239
15.740	22.099	0.239
15.750	22.461	0.239
15.760	22.801	0.239
15.770	23.136	0.239
15.780	23.476	0.239
15.790	23.790	0.239
15.800	24.092	0.239
15.810	24.388	0.239
15.820	24.651	0.239
15.830	24.892	0.239
15.840	25.124	0.239
15.850	25.322	0.239
15.860	25.494	0.239
15.870	25.654	0.239
15.880	25.774	0.239
15.890	25.865	0.239
15.900	25.942	0.239
15.910	25.977	0.239
15.920	25.986	0.239
15.930	25.973	0.239
15.940	25.922	0.239
15.950	25.840	0.239
15.960	25.729	0.239
15.970	25.609	0.239
15.980	25.445	0.239
15.990	25.256	0.239
16.000	25.059	0.239
16.010	24.827	0.239
16.020	24.573	0.239
16.030	24.311	0.239
16.040	24.036	0.239
16.050	23.740	0.239
16.060	23.473	0.239
16.070	23.151	0.239
16.080	22.821	0.239
16.090	22.507	0.239
16.100	22.210	0.239
16.110	21.995	0.239
16.120	21.755	0.239
16.130	21.437	0.239
16.140	21.162	0.239
16.150	21.012	0.239
16.160	20.715	0.239
16.170	20.414	0.239
16.180	20.122	0.239
16.190	19.856	0.239
16.200	19.598	0.239
16.210	19.358	0.239
16.220	19.156	0.239
16.230	18.958	0.239
16.240	18.778	0.239
16.250	18.516	0.239
16.260	18.275	0.239
16.270	17.940	0.239
16.280	17.820	0.239
16.290	17.768	0.239
16.300	17.751	0.239
16.310	17.739	0.239
16.320	17.765	0.239
16.330	17.847	0.239
16.340	17.967	0.239
16.350	18.101	0.239
16.360	18.260	0.239
16.370	18.441	0.239
16.380	18.660	0.239
16.390	18.884	0.239
16.400	19.125	0.239
16.410	19.400	0.239
16.420	19.680	0.239
16.430	19.973	0.239
16.440	20.287	0.239
16.450	20.601	0.239
16.460	20.919	0.239
16.470	21.259	0.239
16.480	21.586	0.239
16.490	21.918	0.239
16.500	22.262	0.239
16.510	22.584	0.239
16.520	22.907	0.239
16.530	23.229	0.239
16.540	23.531	0.239
16.550	23.819	0.239
16.560	24.095	0.239
16.570	24.366	0.239
16.580	24.606	0.239
16.590	24.830	0.239
16.600	25.037	0.239
16.610	25.256	0.239
16.620	25.467	0.239
16.630	25.674	0.239
16.640	25.773	0.239
16.650	25.842	0.239
16.660	25.894	0.239
16.670	25.902	0.239
16.680	25.890	0.239
16.690	25.855	0.239
16.700	25.783	0.239
16.710	25.680	0.239
16.720	25.560	0.239
16.730	25.409	0.239
16.740	25.229	0.239
16.750	25.036	0.239
16.760	24.795	0.239
16.770	24.443	0.239
16.780	24.133	0.239
16.790	23.850	0.239
16.800	23.549	0.239
16.810	23.240	0.239
16.820	22.930	0.239
16.830	22.604	0.239
16.840	22.269	0.239
16.850	21.942	0.239
16.860	21.603	0.239
16.870	21.263	0.239
16.880	20.941	0.239
16.890	20.610	0.239
16.900	20.288	0.239
16.910	19.991	0.239
16.920	19.691	0.239
16.930	19.403	0.239
16.940	19.149	0.239
16.950	18.896	0.239
16.960	18.668	0.239
16.970	18.458	0.239
16.980	18.281	0.239
16.990	18.114	0.239
17.000	17.977	0.239
17.010	17.874	0.239
17.020	17.784	0.239
17.030	17.724	0.239
17.040	17.702	0.239
17.050	17.698	0.239
17.060	17.720	0.239
17.070	17.785	0.239
17.080	17.862	0.239
17.090	17.966	0.239
17.100	18.108	0.239
17.110	18.263	0.239
17.120	18.439	0.239
17.130	18.654	0.239
17.140	18.895	0.239
17.150	19.153	0.239
17.160	19.455	0.239
17.170	19.752	0.239
17.180	20.049	0.239
17.190	20.358	0.239
17.200	20.689	0.239
17.210	21.012	0.239
17.220	21.343	0.239
17.230	21.692	0.239
17.240	22.023	0.239
17.250	22.354	0.239
17.260	22.682	0.239
17.270	22.983	0.239
17.280	23.288	0.239
17.290	23.594	0.239
17.300	23.890	0.239
17.310	24.170	0.239
17.320	24.445	0.239
17.330	24.691	0.239
17.340	24.915	0.239
17.350	25.130	0.239
17.360	25.311	0.239
17.370	25.466	0.239
17.380	25.599	0.239
17.390	25.715	0.239
17.400	25.793	0.239
17.410	25.840	0.239
17.420	25.875	0.239
17.430	25.871	0.239
17.440	25.837	0.239
17.450	25.785	0.239
17.460	25.696	0.239
17.470	25.575	0.239
17.480	25.447	0.239
17.490	25.279	0.239
17.500	25.086	0.239
17.510	24.879	0.239
17.520	24.643	0.239
17.530	24.390	0.239
17.540	24.128	0.239
17.550	23.836	0.239
17.560	23.530	0.239
17.570	23.230	0.239
17.580	22.903	0.239
17.590	22.568	0.239
17.600	22.228	0.239
17.610	21.898	0.239
17.620	21.554	0.239
17.630	21.214	0.239
17.640	20.888	0.239
17.650	20.557	0.239
17.660	20.231	0.239
17.670	19.930	0.239
17.680	19.629	0.239
17.690	19.341	0.239
17.700	19.083	0.239
17.710	18.834	0.239
17.720	18.602	0.239
17.730	18.405	0.239
17.740	18.216	0.239
17.750	18.057	0.239
17.760	17.932	0.239
17.770	17.817	0.239
17.780	17.731	0.239
17.790	17.675	0.239
17.800	17.658	0.239
17.810	17.658	0.239
17.820	17.688	0.239
17.830	17.753	0.239
17.840	17.839	0.239
17.850	17.952	0.239
17.860	18.098	0.239
17.870	18.257	0.239
17.880	18.442	0.239
17.890	18.662	0.239
17.900	18.890	0.239
17.910	19.135	0.239
17.920	19.415	0.239
17.930	19.694	0.239
17.940	19.991	0.239
17.950	20.310	0.239
17.960	20.628	0.239
17.970	20.951	0.239
17.980	21.295	0.239
17.990	21.626	0.239
18.000	21.958	0.239
18.010	22.284	0.239
18.020	22.620	0.239
18.030	22.943	0.239
18.040	23.253	0.239
18.050	23.562	0.239
18.060	23.850	0.239
18.070	24.117	0.239
18.080	24.384	0.239
18.090	24.612	0.239
18.100	24.823	0.239
18.110	25.026	0.239
18.120	25.189	0.239
18.130	25.331	0.239
18.140	25.460	0.239
18.150	25.551	0.239
18.160	25.611	0.239
18.170	25.659	0.239
18.180	25.663	0.239
18.190	25.642	0.239
18.200	25.608	0.239
18.210	25.526	0.239
18.220	25.428	0.239
18.230	25.299	0.239
18.240	25.157	0.239
18.250	24.981	0.239
18.260	24.783	0.239
18.270	24.573	0.239
18.280	24.337	0.239
18.290	24.079	0.239
18.300	23.821	0.239
18.310	23.533	0.239
18.320	23.237	0.239
18.330	22.936	0.239
18.340	22.618	0.239
18.350	22.292	0.239
18.360	21.973	0.239
18.370	21.643	0.239
18.380	21.307	0.239
18.390	20.990	0.239
18.400	20.668	0.239
18.410	20.349	0.239
18.420	20.040	0.239
18.430	19.756	0.239
18.440	19.503	0.239
18.450	19.288	0.239
18.460	19.074	0.239
18.470	18.889	0.239
18.480	18.876	0.239
18.490	18.782	0.239
18.500	18.679	0.239
18.510	18.717	0.239
18.520	18.649	0.239
18.530	18.572	0.239
18.540	18.521	0.239
18.550	18.508	0.239
18.560	18.512	0.239
18.570	18.542	0.239
18.580	18.612	0.239
18.590	18.693	0.239
18.600	18.806	0.239
18.610	18.952	0.239
18.620	19.107	0.239
18.630	19.288	0.239
18.640	19.486	0.239
18.650	19.714	0.239
18.660	19.791	0.239
18.670	19.959	0.239
18.680	20.192	0.239
18.690	20.269	0.239
18.700	20.545	0.239
18.710	20.850	0.239
18.720	21.156	0.239
18.730	21.474	0.239
18.740	21.771	0.239
18.750	22.072	0.239
18.760	22.399	0.239
18.770	22.730	0.239
18.780	23.045	0.239
18.790	23.350	0.239
18.800	23.659	0.239
18.810	23.939	0.239
18.820	24.210	0.239
18.830	24.456	0.239
18.840	24.701	0.239
18.850	24.908	0.239
18.860	25.093	0.239
18.870	25.269	0.239
18.880	25.407	0.239
18.890	25.519	0.239
18.900	25.618	0.239
18.910	25.674	0.239
18.920	25.705	0.239
18.930	25.717	0.239
18.940	25.692	0.239
18.950	25.636	0.239
18.960	25.572	0.239
18.970	25.465	0.239
18.980	25.332	0.239
18.990	25.186	0.239
19.000	25.005	0.239
19.010	24.803	0.239
19.020	24.593	0.239
19.030	24.352	0.239
19.040	24.086	0.239
19.050	23.807	0.239
19.060	23.527	0.239
19.070	23.223	0.239
19.080	22.904	0.239
19.090	22.591	0.239
19.100	22.260	0.239
19.110	21.921	0.239
19.120	21.594	0.239
19.130	21.259	0.239
19.140	20.919	0.239
19.150	20.601	0.239
19.160	20.279	0.239
19.170	19.970	0.239
19.180	19.686	0.239
19.190	19.402	0.239
19.200	19.132	0.239
19.210	18.895	0.239
19.220	18.664	0.239
19.230	18.453	0.239
19.240	18.264	0.239
19.250	18.110	0.239
19.260	17.972	0.239
19.270	17.857	0.239
19.280	17.779	0.239
19.290	17.719	0.239
19.300	17.685	0.239
19.310	17.698	0.239
19.320	17.720	0.239
19.330	17.772	0.239
19.340	17.862	0.239
19.350	17.970	0.239
19.360	18.099	0.239
19.370	18.267	0.239
19.380	18.448	0.239
19.390	18.650	0.239
19.400	18.883	0.239
19.410	19.123	0.239
19.420	19.382	0.239
19.430	19.670	0.239
19.440	19.962	0.239
19.450	20.264	0.239
19.460	20.578	0.239
19.470	20.913	0.239
19.480	21.240	0.239
19.490	21.571	0.239
19.500	21.916	0.239
19.510	22.243	0.239
19.520	22.570	0.239
19.530	22.901	0.239
19.540	23.215	0.239
19.550	23.516	0.239
19.560	23.817	0.239
19.570	24.089	0.239
19.580	24.347	0.239
19.590	24.601	0.239
19.600	24.820	0.239
19.610	25.018	0.239
19.620	25.207	0.239
19.630	25.354	0.239
19.640	25.479	0.239
19.650	25.582	0.239
19.660	25.664	0.239
19.670	25.711	0.239
19.680	25.729	0.239
19.690	25.733	0.239
19.700	25.695	0.239
19.710	25.631	0.239
19.720	25.554	0.239
19.730	25.438	0.239
19.740	25.296	0.239
19.750	25.141	0.239
19.760	24.952	0.239
19.770	24.737	0.239
19.780	24.519	0.239
19.790	24.269	0.239
19.800	24.003	0.239
19.810	23.732	0.239
19.820	23.444	0.239
19.830	23.157	0.239
19.840	22.890	0.239
19.850	22.572	0.239
19.860	22.250	0.239
19.870	21.932	0.239
19.880	21.631	0.239
19.890	21.331	0.239
19.900	21.055	0.239
19.910	20.867	0.239
19.920	20.643	0.239
19.930	20.368	0.239
19.940	20.124	0.239
19.950	19.896	0.239
19.960	19.715	0.239
19.970	19.475	0.239
19.980	19.213	0.239
19.990	18.972	0.239
20.000	18.779	0.239
20.010	18.573	0.239
20.020	18.216	0.239
20.030	18.109	0.239
20.040	18.027	0.239
20.050	17.976	0.239
20.060	17.912	0.239
20.070	17.907	0.239
20.080	17.946	0.239
20.090	18.007	0.239
20.100	18.110	0.239
20.110	18.226	0.239
20.120	18.364	0.239
20.130	18.541	0.239
20.140	18.722	0.239
20.150	18.928	0.239
20.160	19.161	0.239
20.170	19.402	0.239
20.180	19.655	0.239
20.190	19.940	0.239
20.200	20.219	0.239
20.210	20.512	0.239
20.220	20.821	0.239
20.230	21.131	0.239
20.240	21.437	0.239
20.250	21.768	0.239
20.260	22.078	0.239
20.270	22.388	0.239
20.280	22.693	0.239
20.290	23.003	0.239
20.300	23.291	0.239
20.310	23.567	0.239
20.320	23.846	0.239
20.330	24.096	0.239
20.340	24.328	0.239
20.350	24.556	0.239
20.360	24.754	0.239
20.370	24.935	0.239
20.380	25.107	0.239
20.390	25.266	0.239
20.400	25.392	0.239
20.410	25.564	0.239
20.420	25.624	0.239
20.430	25.663	0.239
20.440	25.676	0.239
20.450	25.642	0.239
20.460	25.582	0.239
20.470	25.496	0.239
20.480	25.406	0.239
20.490	25.264	0.239
20.500	25.097	0.239
20.510	24.822	0.239
20.520	24.581	0.239
20.530	24.341	0.239
20.540	24.100	0.239
20.550	23.834	0.239
20.560	23.559	0.239
20.570	23.288	0.239
20.580	22.992	0.239
20.590	22.683	0.239
20.600	22.386	0.239
20.610	22.064	0.239
20.620	21.746	0.239
20.630	21.436	0.239
20.640	21.119	0.239
20.650	20.800	0.239
20.660	20.504	0.239
20.670	20.203	0.239
20.680	19.915	0.239
20.690	19.645	0.239
20.700	19.396	0.239
20.710	19.150	0.239
20.720	18.923	0.239
20.730	18.730	0.239
20.740	18.541	0.239
20.750	18.373	0.239
20.760	18.244	0.239
20.770	18.124	0.239
20.780	18.030	0.239
20.790	17.974	0.239
20.800	17.931	0.239
20.810	17.915	0.239
20.820	17.936	0.239
20.830	17.971	0.239
20.840	18.035	0.239
20.850	18.134	0.239
20.860	18.247	0.239
20.870	18.380	0.239
20.880	18.539	0.239
20.890	18.733	0.239
20.900	18.935	0.239
20.910	19.168	0.239
20.920	19.443	0.239
20.930	19.740	0.239
20.940	20.015	0.239
20.950	20.312	0.239
20.960	20.609	0.239
20.970	20.915	0.239
20.980	21.233	0.239
20.990	21.547	0.239
21.000	21.866	0.239
21.010	22.188	0.239
21.020	22.481	0.239
21.030	22.778	0.239
21.040	23.092	0.239
21.050	23.371	0.239
21.060	23.647	0.239
21.070	23.931	0.239
21.080	24.189	0.239
21.090	24.430	0.239
21.100	24.649	0.239
21.110	24.865	0.239
21.120	25.045	0.239
21.130	25.204	0.239
21.140	25.351	0.239
21.150	25.463	0.239
21.160	25.545	0.239
21.170	25.618	0.239
21.180	25.649	0.239
21.190	25.653	0.239
21.200	25.645	0.239
21.210	25.597	0.239
21.220	25.520	0.239
21.230	25.434	0.239
21.240	25.310	0.239
21.250	25.160	0.239
21.260	25.001	0.239
21.270	24.808	0.239
21.280	24.593	0.239
21.290	24.356	0.239
21.300	24.116	0.239
21.310	23.850	0.239
21.320	23.570	0.239
21.330	23.287	0.239
21.340	22.982	0.239
21.350	22.668	0.239
21.360	22.363	0.239
21.370	22.041	0.239
21.380	21.714	0.239
21.390	21.405	0.239
21.400	21.083	0.239
21.410	20.765	0.239
21.420	20.468	0.239
21.430	20.163	0.239
21.440	19.875	0.239
21.450	19.609	0.239
21.460	19.351	0.239
21.470	19.102	0.239
21.480	18.892	0.239
21.490	18.681	0.239
21.500	18.492	0.239
21.510	18.329	0.239
21.520	18.200	0.239
21.530	18.085	0.239
21.540	17.994	0.239
21.550	17.943	0.239
21.560	17.904	0.239
21.570	17.892	0.239
21.580	17.922	0.239
21.590	17.961	0.239
21.600	18.026	0.239
21.610	18.129	0.239
21.620	18.245	0.239
21.630	18.383	0.239
21.640	18.560	0.239
21.650	18.745	0.239
21.660	18.951	0.239
21.670	19.192	0.239
21.680	19.438	0.239
21.690	19.700	0.239
21.700	19.971	0.239
21.710	20.268	0.239
21.720	20.560	0.239
21.730	20.866	0.239
21.740	21.184	0.239
21.750	21.494	0.239
21.760	21.808	0.239
21.770	22.135	0.239
21.780	22.445	0.239
21.790	22.746	0.239
21.800	23.056	0.239
21.810	23.340	0.239
21.820	23.615	0.239
21.830	23.891	0.239
21.840	24.132	0.239
21.850	24.360	0.239
21.860	24.584	0.239
21.870	24.769	0.239
21.880	24.937	0.239
