Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
110.750	23.217	0.239
110.760	23.204	0.239
110.770	23.178	0.239
110.780	23.140	0.239
110.790	23.110	0.239
110.800	23.054	0.239
110.810	22.990	0.239
110.820	22.930	0.239
110.830	22.853	0.239
110.840	22.767	0.239
110.850	22.686	0.239
110.860	22.587	0.239
110.870	22.480	0.239
110.880	22.381	0.239
110.890	22.270	0.239
110.900	22.150	0.239
110.910	22.042	0.239
110.920	21.918	0.239
110.930	21.793	0.239
110.940	21.686	0.239
110.950	21.561	0.239
110.960	21.442	0.239
110.970	21.317	0.239
110.980	21.214	0.239
110.990	21.103	0.239
111.000	20.991	0.239
111.010	20.901	0.239
111.020	20.806	0.239
111.030	20.712	0.239
111.040	20.643	0.239
111.050	20.566	0.239
111.060	20.502	0.239
111.070	20.455	0.239
111.080	20.404	0.239
111.090	20.361	0.239
111.100	20.340	0.239
111.110	20.318	0.239
111.120	20.306	0.239
111.130	20.319	0.239
111.140	20.324	0.239
111.150	20.345	0.239
111.160	20.371	0.239
111.170	20.423	0.239
111.180	20.466	0.239
111.190	20.523	0.239
111.200	20.596	0.239
